Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
650.10.211;Concessão de subsídios sociais por riscos específicos;"Atribuição de uma prestação monetária mensal à trabalhadora grávida, puérpera e lactante que, na sua atividade profissional, desempenhe trabalho noturno ou se encontre exposta a riscos específicos que prejudiquem a sua segurança e saúde, desde que o empregador não lhe possa distribuir outras tarefas. A trabalhadora é abrangida por regime de proteção social obrigatório ou pelo regime do seguro social voluntário, cujo esquema de proteção social integre a eventualidade de maternidade, paternidade e adoção, sem direito ao subsídio por riscos específicos.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.300;Concessão de abonos de família para crianças e jovens;"Atribuição de prestação pecuniária mensal, que visa compensar os encargos familiares com o sustento e educação de crianças e jovens.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.";"Abono de família para crianças e jovens#
Bonificação por deficiência#
Majoração de abono para famílias com duas ou mais crianças#
Majoração de abono para famílias monoparentais#";;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Portaria 344/2012#
DL 116/2010#";;PC;S;ISS#;AP#;Iniciar#;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#
650.10.100#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#
Concessão de auxílios económicos a alunos ou formandos#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#
Cruzada#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.301;Concessão de abonos de família pré-natal;"Atribuição de prestação pecuniária à mulher grávida a partir da 13.ª semana de gestação, que visa incentivar a maternidade através da compensação dos encargos acrescidos durante o período de gravidez.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.302;Concessão de complementos por dependência;"Atribuição de prestação pecuniária mensal, aos cidadãos de acordo com o quadro legal, que se encontrem em situação de dependência e que precisam da ajuda de terceira pessoa para satisfazer as necessidades básicas da vida quotidiana.
Inicia com o processamento do pedido e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão sobre o montante a atribuir.";"Beneficiários não pensionistas, em situação de incapacidade de locomoção originada por doença#
Pensionistas de invalidez, de velhice e de sobrevivência do regime geral de Segurança Social e pensionistas do regime não contributivo e equiparados#";;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#
650.10.204#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#
Concessão de pensões sociais de velhice#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#
Cruzada#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.303;Concessão de pensões de orfandade;"Atribuição de uma prestação monetária mensal, a crianças e jovens, órfãos de pessoas não abrangidas por qualquer regime de proteção social, até atingirem a maioridade ou a emancipação.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.304;Concessão de pensões de viuvez;"Atribuição de prestação monetária mensal a viúvo, viúva ou pessoa que vivia em situação de união de facto com o pensionista de pensão social falecido.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.001#
400.10.011#
500.10.301#
";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo Civil# (óbito)
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#
";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Sucessão (sucessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.305;Concessão de subsídios por assistência a terceira pessoa;"Atribuição de prestação pecuniária mensal destinada a compensar famílias com descendentes, a receber abono de família com bonificação por deficiência ou subsídio mensal vitalício, que estejam em situação de dependência e que necessitem do acompanhamento permanente de terceira pessoa.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.306;Concessão de subsídios de funeral;"Atribuição de prestação pecuniária que visa compensar despesas de funeral, sendo atribuído pelo falecimento dos familiares do benificiário.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;Lei 13/2013#;;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.307;Concessão de subsídios por frequência de estabelecimentos de educação especial;"Atribuição de prestação pecuniária mensal destinada a compensar famílias com crianças e jovens com deficiência, dos encargos resultantes de medidas específicas de educação especial que impliquem necessariamente a frequência de estabelecimentos adequados ou o apoio educativo específico fora do estabelecimento.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Portaria 1325/2009#
Portaria 1324/2009#
Portaria 1315/2009#
Decreto Regulamentar 14/81#
Despacho 42/80#
Decreto Regulamentar 19/98#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.308;Concessão de subsídios por morte;"Atribuição de prestação pecuniária, paga de uma só vez aos familiares do beneficiário, que se destina a compensar o acréscimo de encargos decorrentes da morte deste, com o objetivo de facilitar a reorganização da vida familiar.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"DL 13/2013#
Despacho 7/SESS/1991#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.309;Concessão de subsídios vitalícios;"Atribuição de prestação pecuniária mensal destinada a compensar o acréscimo de encargos familiares dos descendentes dos beneficiários, portadores de deficiência de natureza física, orgânica, sensorial, motora ou mental, que se encontrem impossibilitados de assegurar normalmente a sua subsistência pelo exercício de atividade profissional.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Lei/120/2015#
DL 133/2012#
DL 70/2010#
DL 91/2009#";;PE;N;ISS#;;;"150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
300.30.008#
350.30.001#
400.10.011#
500.10.301#";"Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Cobrança de receitas e pagamento de despesas#
Registo de trabalhadores no sistema da Segurança Social#
Realização de fiscalização#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Síntese (síntetizado)#
Suplementar#";Média ;S;5;;"Critério legal:
Conjugação da [Lei 4/2007], Bases gerais do sistema de segurança social, artº 69 Prescrição do direito às prestações, e do artº 80 Incumprimento das obrigações legais, com o [DL 433/82], Ilícito de mera ordenação social, artº 27 prazo prescricional do procedimento contraordenacional.
O prazo contempla quer a prescrição do direito à prestação pelo beneficiário, quer a perda de capacidade da Administração para acionar o pagamento de contraordenação por incumprimento das obrigações legais do beneficiário, por via da prescrição contraordenacional.";Data de processamento da última  prestação;E;"Densidade informacional:
Informação sintetizada complementarmente em
PN 150.20.404 - Prestação de contas
PN 150.40.001 - Realização de operações estatísticas oficiais
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão
PN 300.30.008 - Registo de documentos e informação
PN 400.10.011 - Registo de trabalhadores no sistema da Segurança Social
A aplicação de regras para a determinação da prestação a atribuir encontra-se sujeita a condições formais rigorosas de controlo acentuado, sendo essas regras presevadas em 100.10.";;;;;;;;;;;
650.10.400;"Comparticipação a instituições de solidariedade social regulado por utente por portaria
";"Atribuição de prestação pecuniária para pagamento a instituição de solidariedade social pelos serviços prestados a crianças, idosos e portadores de deficiência.
Inicia com o requerimento e termina com a comunicação do montante a atribuir.
Inclui análise da situação mediante os comprovativos apresentados e decisão relativa ao montante a atribuir.";Atribuição de apoio financeiro às instituições de solidariedade social quando o mesmo é regulado por portaria, sendo o valor atribuído por utente#;;O fluxo financeiro deve ser considerado em 350.30.001 – Cobrança de receitas e pagamento de despesas#;"Circular DSAS DASCN 4/2014#
Despacho Normativo 75/92#";;PE;N;"ISS#
AL#";;;"150.10.500#
150.10.600#
150.20.300#
150.20.404#
150.40.001#
150.40.500#
350.30.001#
500.10.001#";"Elaboração de instrumentos de cooperação interinstitucional#
Avaliação de políticas e instrumentos de operacionalização#
Avaliação de atividades#
Prestação de contas#
Realização de operações estatísticas oficiais#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Cobrança de receitas e pagamento de despesas#
Realização de auditorias#";"Sucessão (sucessor)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (síntetizado)#
Sucessão (antecessor)#
Suplementar#";Elevada;S;10;;"Critério legal:
[Lei 98/97], artº 70
Prazo prescricional  da responsabilidade financeira reintegratória.";Data de encerramento do processo;C;"Densidade informacional:
Os compromissos e protocolos estabelecidos ao nível ministerial ou globais encontram-se no
PN 150.10.500 - Elaboração de instrumentos de cooperação interinstitucional
Os montantes globais relativos a comparticipações no
PN 150.20.404 - Prestação de contas
Todavia esta síntese não permite recuperar a atuação em particular da Administração, nomeadamente a especificidade das comparticipações.";;;;;;;;;;;
