Código;Título;Descrição;Notas de aplicação;Exemplos NA;Notas de exclusão;Diplomas jurídico-administrativos REF;Diplomas jurídico-administrativos complementar;Tipo de processo;Processo transversal (S/N);Dono do processo;Participante no processo;Tipo de intervenção do participante;Código do processo relacionado;Título do processo relacionado;Tipo de relação entre processos;Dimensão qualitativa do processo;Uniformização do processo;Prazo de conservação administrativa;Nota ao PCA;Justificação PCA;Forma de contagem do prazo de cons. adm.;Destino final;Justificação DF;Notas;;;;;;;;;;
300.40.003;Edificação de iniciativa pública;"Construção, reconstrução, ampliação, alteração de um imóvel, bem como de qualquer outra construção que se incorpore no solo com caráter de permanência.
Inicia com a apresentação de um projeto e termina com a conclusão da realização da obra.
Inclui elaboração de projetos de especialidade e de alteração ou ampliação, consulta e parecer de entidades, quando devido.";"Edificação de iniciativa pública por administração direta#
Considerar o conceito de ""dono de obra pública"" referido em 300.10.001 –  Contratação de empreitada de obras públicas#";;"A aquisição de empreitadas deve ser considerada em 300.10.001 – Contratação de empreitadas de obras públicas#
A demolição deve ser considerada em 300.10.301 – Demolição de bens imóveis# 
A edificação no âmbito de parceria público-privada deve ser considerada em 300.20.001 – Constituição e acompanhamento de parcerias público-privadas#
A edificação de iniciativa pública através da concessão de obras públicas deve ser considerada em 300.20.200 – Concessão de obras públicas#
A compilação técnica da obra deve ser considerada em 300.30.001 – Compilação técnica de obra#
As obras de conservação e valorização de edifícios deve ser considerada em 300.40.503 – Conservação e valorização de edifícios, infraestruturas e equipamentos#
Os licenciamentos de urbamização devem ser considerados em 450.10.204 – Licenciamento ou comunicação de edificações#";"DL 136/2014#
Lei 28/2010#
DL 26/2010#
DL 555/99#
DL 380/99#";;PC;N;AP#;;;"150.10.700#
150.10.701#
300.30.001#
300.30.005#
300.40.503#
450.10.230#
450.10.233#
500.10.001#
500.10.301#";"Reunião de órgãos deliberativos#
Reunião de órgãos executivos#
Compilação técnica de obra#
Inventariação e cadastro de bens imóveis#
Inventariação e cadastro de bens imóveis#
Autorização de trabalhos arqueológicos#
Licenciamento ou autorização para a instalação de infraestruturas em domínio hídrico#
Realização de auditorias#
Realização de fiscalização#";"Cruzada#
Cruzada#
Sintese (sintetizado)#
Complementar#
Cruzada#
Cruzada#
Sucessão (sucessor)#
Suplementar#
Suplementar#";Reduzida;S;10;;"Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.004;Reprodução de espécies de fauna e flora;"Procriação assistida de seres vivos, mantendo-se a espécie em meio próprio para a criação e reprodução de animais ou plantas.
Inicia com o cumprimento de um procedimento previamente estabelecido e termina com a produção ou nascimento de novos espécimes.
Inclui seleção, identificação, caracterização, registo de maturação, estudo da dinâmica populacional.";Reprodução natural e artificial de espécies da fauna e da flora#;;;"DL 140/99#
DL 49/2005#
Lei 92/95#
DL 96/2013#
Lei 46/2013 #
DL 276/2001#
DL 260/2012#
DL 211/2009#
DL 202/2004#
DL 59/2003#
DL 140/99#
DL 49/2005#
DL 565/99#
Diretiva (CEE) 409/79#
Resolução do Parlamento Europeu P7_TA(2011)0226#
Decreto 73/78#";"Diretiva 92/43/CEE, transposta pelo DL 140/99 e alterado pelo DL 49/2005#
DL 276/2001, alterado pelo DL 260/2012#
DL 140/99, alterado pelo DL 49/2005#
Diretiva 79/409/CEE#
Resolução do Parlamento Europeu P7_TA(2011)0226#";PE;S;"DGRM#
ICNF#
DGAV#
INIAV#";"IPMA#
APA#
AL#
CCDR#
IAPMEI#
DRAP#";"Assessorar#
Assessorar#
Assessorar#
Assessorar#
Assessorar#
Assessorar#";"300.30.006#
500.10.001#
800.10.302#
800.10.602#";"Inventariação e cadastro de fauna e de flora#
Realização de auditorias#
Monitorização de recursos naturais, espécies e paisagens#
Realização de estudos científicos e técnicos de apoio a políticas públicas#";"Complementar#
Suplementar#
Cruzada#
Cruzada#";Média;N;10;;"Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.005;Transformação de matérias primas;"Modificação de matérias-primas com vista à obtenção de um produto final.
Inicia com o pedido ou com a decisão de produção do bem e termina com a criação do bem ou objeto.
Inclui elaboração de projeto ou desenho e acompanhamento da produção.
";"Produção agrícola#
Produção de peças de cantaria#
Produção de peças de marcenaria#
Produção de peças de serralharia#
Produção vitivinícola#
Medicamentos manipulados#



";;"A aquisição de bens e serviços conducentes aos processos de transformação deve ser considerada em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#
A alienação dos dos bens produzidos no âmbito deste processo deve ser considerada em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#";;;PE;N;"AL#
INFARMED#";;;"150.20.300#
150.40.500#
300.30.008#
500.10.001#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#



";"Sintese (sintetizado)#
Sintese (sintetizado)#
Sintese (sintetizado)#
Suplementar#";Reduzida;N;10;;"Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (identificação e caracterização)";;;;;;;;;;;
300.40.500;Conservação e proteção de bens culturais;"Intervenção sobre o património cultural, que pode assumir, entre outras, a forma de reparação, manutenção, preservação ou restauro de bens, materiais e imateriais, garantindo-lhes a sua condição civilizacional ou cultural.
Inicia com o pedido ou com a execução de procedimentos previamente definidos e termina com a realização da intervenção.
Inclui execução de planos de conservação preventiva, registo da descrição de operações realizadas nas diversas etapas e manutenção atualizada da descrição das características técnicas da obra ou peça.";"Conservação e proteção do património de memória e identidade#
Conservação e proteção do património arqueológico#
Conservação e proteção do património arquitetónico#
Conservação e proteção do património artístico#
Conservação e proteção do património documental#
Conservação e proteção do património etnográfico#
Conservação e proteção do património histórico#
Conservação e proteção do património industrial#
Conservação e proteção do património linguístico#
Conservação e proteção do património paleontológico#";;"A classificação de bens deve ser considerada em 450.20.505 – Classificação de bens sítios e áreas#
A aquisição de serviços para intervenção em bens culturais deverá classificar-se em 300.10.001 – Contratação de empreitadas de obras públicas de natureza não crítica  ou  em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#";"Lei 107/2001#
DL 140/2009#
DL 164/2014#
DL 148/2015#";;PC;S;AP#;AP#;Iniciar#;"300.30.002#
300.30.005#
300.40.507#
500.10.001#
800.10.602#";"Inventariação de bens móveis culturais#
Inventariação e cadastro de bens imóveis#
Implementação de planos de contingência#
Realização de auditorias#
Realização de estudos científicos e técnicos de apoio a políticas públicas#";"Complementar#
Complementar#
Cruzada#
Suplementar#
Cruzada#";Média;N;10;;"Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.
Critério legal:
DL 140/2009 estabelece o dever de elaboração do relatório final e o respetivo arquivo, para constituir a indispensável memória dos trabalhos de proteção e valorização do património cultural.";;;;;;;;;;;
300.40.501;Conservação e proteção de informação;"Intervenção sobre o conteúdo informacional e ou respetivos suportes com vista a garantir a manutenção da sua fidedignidade, autenticidade, fiabilidade, usabilidade, disponibilidade, acessibilidade e legibilidade.
Inicia com a execução de procedimentos previamente definidos e termina com a realização da intervenção.
Inclui ajustamentos necessários.

";"Acondicionamento de documentos e higienização#
Conservação e preservação da informação#
Implementação de planos de preservação digital#
Migração de dados#
Transferência de suporte#";;"A conceção de planos de conservação preventiva deve ser considerada em 150.20.001 – Preparação de regras e orientações internas#
O planeamento de sistemas de informação deve ser considerado em 150.20.102 – Planeamento de sistemas#";"Lei 103/2015#
Lei  47/2014#
Lei 46/2007#
DL 290-D/99#
DL 165/2004#
DL 116-A/2006#
DL 88/2009#
Decreto Regulamentar 25/2004#
Lei 107/2001#
Lei 67/98#
DL 16/93#
DL 447/88#
Lei 42/2014#
DL 4/2015#
";DL 290-D/99, alterado pelo DL 165/2004 e DL 116-A/2006, com a última alteração introduzida pelo DL 88/2009, complementado pelo Dec. Reg. 25/2004#;PC;N;AP#;;"Iniciar#
Apreciar#
Informar#";"300.30.008#
300.30.602#
300.40.507#
500.10.001#
550.20.005#
800.10.604#
800.10.605#";"Registo de documentos e informação#
Avaliação de informação arquivística#
Implementação de planos de contingência#
Realização de auditorias#
Identificação de recursos e meios mobilizáveis para atuação no âmbito da proteção e socorro#
Realização de traduções#
Realização de transcrições#";"Complementar#
Complementar#
Cruzada#
Suplementar#
Cruzada#
Cruzada#
Cruzada#";Elevada;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data do encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.502;Conservação e proteção de recursos naturais, espécies e paisagens;"Salvaguarda e manutenção de recursos zoológicos, marinhos, ripícolas, minerais e botânicos, garantindo-lhes a sua perenidade, sustentabilidade e, ainda, a conservação de elementos paisagísticos e de recursos naturais.
Inicia com o pedido ou com a execução de procedimentos previamente definidos e termina com a realização da intervenção.
Inclui execução de planos de conservação preventiva, registo da descrição de operações realizadas nas diversas etapas, consulta de entidades e, quando for o caso, recolha, recuperação e devolução das espécies aos espaços ou habitats.";"Preservação de elementos geológicos e geomorfológicos e hidrográficos#
Preservação de fauna e flora#
Preservação de geomonumentos#
Preservação de parques naturais#
Preservação de reservas ecológicas#
Preservação de  habitats naturais
Repovoamento de áreas protegidas#
Requalificação de habitats naturais#
Preservação das zonas ripícolas#
Preservação dos aquíferos#
Preservação das zonas ribeirinhas#
Combate à erosão do solo#
Delimitação de linhas de fogo#
Preservação dos ecossistemas marinhos#
Preservação de ecossistemas associados#
Desenvolvimento sustentável de recursos naturais, espécies e paisagens#
Regularização dos cursos de água#
Preservação do ambiente marinho#";;"A classificação de áreas protegidas deve ser considerada em 450.20.505 – Classificação de bens sítios e áreas#
A monitorização de recursos naturais, espécies e paisagens deve ser considerada em 800.10.302 – Monitorização de recursos naturais, espécies e paisagens#
As intervenções de estabilização das arribas deverá ser considerada em 300.10.001 – Contratação de empreitadas de obras públicas#
As intervenções nas margens dos rios deve ser considerada em 300.10.001 ou em 450.10.224 – Licenciamento de trabalhos de consolidação e proteção de margens de recursos hídricos#
A reprodução das espécies deverá ser considerada em 300.40.004- Reprodução de espécies de fauna e flora#
";"Lei 31/2014#
Decreto Regulamentar 15/2015#
Lei 19/2014#
DL 239/2012#
DL 135/2012#
Lei 58/2005#
DL 130/2012#
DL 142/2008#
DL 140/99#
DL 49/2005#";Diretiva 92/43/CEE, transposta pelo DL 140/99, alterado pelo DL 49/2005#;PE;S;"ICNF#
APA#
DRAP#


";"IPMA#
AL#
CCDR#
IH#
LNEG#";"Comunicar#
Comunicar#
Comunicar#
Comunicar#
Comunicar#";"300.30.006#
500.10.001#
800.10.301#
800.10.302#
800.10.601#
800.10.602#

";"Inventariação e cadastro de fauna e de flora#
Realização de auditorias#
Monitorização de índices da qualidade ambiental#
Monitorização de recursos naturais, espécies e paisagens#
Realização de ensaios laboratoriais#
Realização de estudos científicos e técnicos de apoio a políticas públicas#
";"Complementar#
Suplementar#
Cruzada#
Cruzada#
Cruzada#
Cruzada#";Reduzida;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.503;Conservação e valorização de edifícios, infraestruturas e equipamentos;"Intervenção em edifícios e infraestruturas, que podem assumir, entre outras, a forma de reparação, manutenção, preservação ou restauro, garantindo a sua usabilidade e valorização.
Inicia com o pedido ou com a execução de procedimentos previamente definidos e termina com a realização da intervenção.
Inclui execução de planos de conservação preventiva e registo da descrição de operações realizadas nas diversas etapas.";"Conservação de zonas verdes e de lazer em espaço urbano#
Conservação do edificado#
Conservação e reparação de redes de distribuição de água e saneamento#
Conservação e reparação de redes de sistemas de informação e comunicação#
Conservação e manutenção de espaços de jogo e recreio#
Intervenções de conservação e valorização do espaço público#";;"As obras realizadas através de empreitada devem ser consideradas em 300.10.001 – Contratação de empreitadas de obras públicas#
A contratualização e o acompanhamento da manutenção, no âmbito de um contrato de contratação de serviços devem ser considerados em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#
A edificação de iniciativa pública deve ser considerada em 300.40.003 – Edificação de iniciativa pública#
A compilação técnica da obra deve ser considerada em 300.30.001 – Compilação técnica de obra#
A limpeza e conservação dos edifícios e infraestruturas deve ser considerado em 300.40.505 – Higienização de instalações e equipamentos#";"Lei 31/2014#
DL 280/2007#
DL 344/2007#
Lei 58/2005#
Decreto Regulamentar 23/95#";;PC;N;AP#;;;"300.10.001#
300.30.001#
300.40.003#
300.40.507#
500.10.001#
800.10.300#
800.10.601#
";"Contratação de empreitadas de obras públicas#
Compilação técnica de obra#
Edificação de iniciativa pública#
Implementação de planos de contingência#
Realização de auditorias#
Controlo ambiental de infraestruturas e equipamentos#
Realização de ensaios laboratoriais#";"Cruzada#
Cruzada#
Cruzada#
Cruzada#
Suplementar#
Cruzada#
Cruzada#";Média;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.504;Controlo de segurança e vigilância de instalações e equipamentos;"Ações de segurança sobre bens que visam prevenir quaisquer danos de ordem pessoal ou material que possam obstaculizar ou comprometer a integridade ou o funcionamento organizacionais.
Inicia com o cumprimento de procedimentos normativos previamente definidos e termina com o relato de ocorrências.
Inclui registo de entradas e saídas, identificação de visitantes e eventual descrição do desempenho operacional.";"Controlo e registo de entrada e saída de pessoas e viaturas#
Utilização de dispositivos de alarme e de instrumentos de vigilância#";;As ações de vigilância levadas a cabo por agentes das forças de segurança devem ser classificadas em 550.10.001 – Segurança de espaços públicos e abertos ao público#;"Lei 135/2014#
Lei 34/2013#
Portaria 273/2013#
Lei 34/2013#
Lei 33/2007#
Portaria 1164-A/2007#
CSN EN 50131-1/2006#
Lei 51/2006#
Lei 1/2005#
DL 207/2005#
DL 252/94#
Lei 67/98#";;PC;N;AP#;;;"150.40.500#
300.30.008#
500.10.001#
550.20.001#
800.10.303#
900.10.001#
900.10.002#";"Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Emissão de avisos e declaração de alertas#
Monitorização do abastecimento e distribuição de água e do saneamento de águas residuais#
Conceção e realização de atividades ou acontecimentos artísticos#
Conceção e realização de atividades desportivas ou recreativas#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Sucessão (antecessor)#
Cruzada#
Cruzada#
Sucessão (antecessor)#";Elevada;N;5;;" Conjugação dos critérios:
- Legal
Prazo prescricional  do procedimento contraordenacional ([DL 433/82], Ilícito de mera ordenação social - artº 27;
[Lei 50/2006] - Lei Quadro das contraordenações ambientais, artº 40) - 5 anos.";Data do encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.40.505;Higienização de instalações e equipamentos;"Aplicação de cuidados de higiene a instalações e equipamentos que visam garantir a proteção dos bens e a sua usabilidade.
Inicia com o cumprimento de procedimentos previamente definidos e termina com a intervenção.
Inclui comprovativo de realização do serviço, frequência da manutenção, substituições periódicas de materiais e equipamentos de higiene e eventual descrição do desempenho operacional.";Seleção do agente desinfetante ou detergente para realização da ação#;;"Elaboração de regras e orientações internas deve ser considerada em 150.20.001 – Preparação de regras e orientações internas#
O controlo de agentes infestantes deve ser considerado em 710.10.600 – Controlo de pragas e infestantes# 
O controlo ambiental de infraestruturas e equipamentos deve ser considerado em 800.10.300 – Controlo ambiental de infraestruturas e equipamentos#
";"DL 121/2002#
DL 441/91#
DL 133/99#";"DL 121/2002, transpõe a Diretiva 98/8/CE#
DL 441/91, alterado pelo DL 133/99#";PC;N;AP#;;;"150.20.300#
150.40.500#
300.30.008#
500.10.001#
800.10.300#
800.10.303#";"Avaliação de atividades#
Recolha e tratamento de dados estatísticos de apoio à gestão#
Registo de documentos e informação#
Realização de auditorias#
Controlo ambiental de infraestruras e equipamentos#
Monitorização do abastecimento e distribuição de água e do saneamento de águas residuais#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Suplementar#
Cruzada#
Cruzada#";Elevada;N;5;;"Conjugação dos critérios:
- Legal
Prazo prescricional  do procedimento contraordenacional ([DL 433/82], Ilícito de mera ordenação social - artº 27;
[Lei 50/2006] - Lei Quadro das contraordenações ambientais, artº 40) - 5 anos.";Data do encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades  (atuação da entidade)
PN 150.40.500 - Recolha e tratamento de dados estatísticos de apoio à gestão (quantificação/tipificação dos casos)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.40.506;Implementação de ações para cumprimento de parâmetros ambientais;"Acionamento de meios ou intervenções que visam garantir ou repor o cumprimento de os parâmetros microbiológicos e fisicoquímicos obrigatórios, ou valores limite obrigatórios de toxicidade no solo, no ar e na água.
Inicia com a deteção de uma anomalia ou com um pedido resultante de monitorização de situação anómala, de um aviso ou alerta, ou a partir de procedimento previamente definido e termina com a aplicação de medidas preventivas ou corretivas.
Inclui seleção e caracterização de medidas adotadas, descrição das ações a realizar para a sua concretização, calendarização das mesmas, identificação das entidades responsáveis pela execução, identificação de eventuais substâncias utilizadas e produção de indicadores de eficácia.
";"Limpeza e desinfeção dos areais#
Perfis das águas balneares#
Qualidade das águas balneares#";;"A monitorização destes parâmetros deve ser considerada em 800.10.301 – Monitorização de índices da qualidade ambiental#
";"Portaria 133/2014#
Portaria 101A/2014#
Lei 19/2014#
DL 88/2011#
DL 108/2010#
DL 102/2010#
Portaria 1284/2009#
DL 16/2009l#
DL 208/2008#
DL 129/2008#
Recomendação (OMS) GDWQ/2004#
DL 112/2002#
Rede Natura 2000#
Lei 33/96l#
DR 23/95#";Recomendação (OMS) GDWQ/2004 - WHO (2004) Guidelines for drinking-water quality, Volume 1: Recommendations. WHO, Geneva (3rd edition);PC;N;AP#;;;"500.10.001#
500.10.301#
800.10.300#
800.10.301#
800.10.302#
800.10.303#
800.10.601#";"Realização de auditorias#
Realização de fiscalização#
Controlo ambiental de infraestruturas e equipamentos#
Monitorização de índices da qualidade ambientall#
Monitorização de recursos naturais, espécies e paisagens#
Monitorização do abastecimento e distribuição de água e do saneamento de águas residuais#
Realização de ensaios laboratoriais#";"Suplementar#
Suplementar#
Cruzada#
Cruzada#
Cruzada#
Sucessão (sucessor)#
Cruzada#";Reduzida;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.507;Implementação de planos de contingência;"Operações desencadeadas após deteção de incidente ou emergência organizacional que visam o restabelecimento da situação anterior à ocorrência.
Inicia com a identificação da ocorrência e termina com a reposição da normalidade.
Inclui comunicação com os intervenientes e relato das medidas tomadas.";;;"A elaboração de manuais e planos de preservação deve ser considerada em 150.20.001 – Preparação de regras e orientações internas#
A implementação de planos de contingência ambiental deverão ser no 300.40.506 – Implementação de ações para cumprimento de parâmetros ambientais#
O controlo de pragas e de plantas infestantes deve ser considerado em 710.10.600 – Controlo de pragas e infestantes#";"Lei 99/2003#
Lei 35/2004#
DL 220/2008#";"Lei 99/2003, artº 273 #
Lei 35/2004, regulamenta a Lei 99/2003
DL 220/2008#";PC;N;AP#;;;"300.40.500#
300.40.501#
300.40.503#
300.40.510#
500.10.001#
500.10.301#
550.20.001#
800.10.300#
800.10.601#";"Conservação e proteção de bens culturais#
Conservação e proteção de informação#
Conservação e valorização de edifícios, infraestruturas e equipamentos públicos#
Monitorização de redes e sistemas tecnológicos#
Realização de auditorias#
Realização de fiscalização#
Emissão de avisos e declaração de alertas#
Controlo ambiental de infraestruturas e equipamentos#
Realização de ensaios laboratoriais#";"Cruzada#
Cruzada#
Cruzada#
Cruzada#
Suplementar#
Suplementar#
Sucessão (antecessor)#
Cruzada#
Cruzada#";Reduzida;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;C;"Densidade informacional:
Informação detalhada não recuperável noutros PN.";;;;;;;;;;;
300.40.508;Implementação de redes e sistemas tecnológicos;"Operacionalização de infraestruturas e sistemas tecnológicos de comunicação e informação.
Inicia com a instalação de infraestruturas tecnológicas e termina com a sua ativação ou entrada em produção.
Inclui testes de funcionamento, ações corretivas e operacionalização.";"Implementação de infraestruturas tecnológicas#
Implementação de redes de comunicação#
Implementação de sistemas de comunicação#
Implementação de sistemas de informação#";;"O planeamento de redes e sistemas deve ser considerado em 150.20.102 – Planeamento de sistemas#
A reengenharia de processos no âmbito da implementação de sistemas de informação deve ser considerada em 150.20.500 – Análise e melhoria de processos#
A aquisição de software, de hardware e de serviços no âmbito da implementação de redes e sistemas deve ser considerada em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#
Os pedidos ao Helpdesk devem ser considerados em 300.50.801 – Processamento de pedidos de serviços de suporte#
A formação de utilizadores deve ser considerada em 750.20.600 – Realização de atividades de ensino ou formação#
A monitorização do desempenho das infraestruturas tecnológicas e dos sistemas de informação deve ser considerada em 300.40.510 – Monitorização de redes e sistemas tecnológicos#
O desenvolvimento de software deve ser considerado em 800.20.500 – Desenvolvimento experimental e aplicacional#";"Lei Orgânica 4/2014#
DL 123/2009#
DL 62/2009#
Lei 4/2004#
Lei 67/98#
Lei 30/84#";;PC;S;AP#;ANACOM#;Assessorar#;"150.20.102#
150.20.300#
150.20.302#
300.30.008#
300.40.507#
300.40.510#
500.10.001#
500.10.301#
800.20.500#";"Planeamento de sistemas#
Avaliação de atividades#
Avaliação de sistemas#
Registo de documentos e informação#
Implementação de planos de contingência#
Monitorização de redes e sistemas tecnológicos#
Realização de auditorias#
Realização de fiscalização#
Desenvolvimento experimental e aplicacional#";"Cruzada#
Síntese (sintetizado)#
Síntese (sintetizado)#
Síntese (sintetizado)#
Sucessão (antecessor)#
Sucessão (antecessor)#
Suplementar#
Suplementar#
Cruzada#";Reduzida;N;10;;" Conjugação dos critérios:
- Legal
Prazo prescricional  da responsabilidade financeira reintegratória ([Lei 98/97], art.º 70, n.º 1).
- Utilidade administrativa
Prazo decorrente da necessidade de  consulta para apuramento da responsabilidade em sede de
PN 500.10.001 - Realização de auditorias (no que diz respeito à atuação da Administração);
PN 500.10.301 - Realização de fiscalização (no que diz respeito à sua fiscalização).";Data de encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.302 - Avaliação de sistemas (atuação da entidade)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
300.40.509;Manutenção e reparação de bens móveis duradouros;"Intervenção em bens móveis que podem assumir, entre outras, a forma de reparação, manutenção, preservação ou restauro, garantindo a sua usabilidade e valorização.
Inicia com o pedido ou com a execução de procedimentos previamente definidos e termina com a realização da intervenção.
Inclui execução de planos de conservação preventiva e registo da descrição de operações realizadas nas diversas etapas.";"Conservação, reparação e manutenção de armamento#
Conservação e reparação de instrumentos de medição#
Conservação e reparação de máquinas ou veículos#
Conservação e reparação de mobiliário#
Conservação e reparação de periféricos informáticos#";;A contratualização e acompanhamento da manutenção, no âmbito de um contrato de prestação de serviços, devem ser considerados em 300.10.005 – Transação e transmissão de bens móveis não culturais e contratação de serviços#;"DL 18/2008#
DL 4/2015#
DL 104/2011#";"DL 18/2008, alterado pelo DL 149/2012#
DL 4/2015#
DL 104/2011#";PC;N;AP#;;Comunicar#;"150.20.300#
150.20.302#
300.10.002#
300.30.008#
500.10.001#
800.10.300#";"Avaliação de atividades#
Avaliação de sistemas#
Contratação de fornecimento de serviços públicos essenciais#
Registo de documentos e informação#
Realização de auditorias#
Controlo ambiental de infraestruturas e equipamentos#";"Síntese (sintetizado)#
Síntese (sintetizado)#
Cruzada#
Síntese (sintetizado)#
Suplementar#
Cruzada#";Média;S;5;;"Conjugação dos critérios:
- Legal
Prazo prescricional  do procedimento contraordenacional ([DL 433/82], Ilícito de mera ordenação social - artº 27;
[Lei 50/2006] - Lei Quadro das contraordenações ambientais, artº 40) - 5 anos.";Data do encerramento do processo;E;"Densidade informacional:
Informação síntese recuperável em
PN 150.20.300 - Avaliação de atividades (atuação da entidade)
PN 150.20.302 - Avaliação de sistemas (atuação da entidade)
PN 300.30.008 - Registo de documentos e informação (casos tratados)";;;;;;;;;;;
